Ada,Aidat,Balkon Durumu,Balkon Metrekare,Balkon SayÄ±sÄ±,Balkon Sayısı,Balkon Tipi,Banyo Metrekare,Banyo SayÄ±sÄ±,Banyo Sayısı,BinanÄ±n Kat SayÄ±sÄ±,BinanÄ±n YaÅŸÄ±,Binanın Kat Sayısı,Binanın Yaşı,BrÃ¼t Metrekare,Brüt Metrekare,BulunduÄŸu Kat,Bulunduğu Kat,EÅŸya Durumu,Eşya Durumu,Fiyat Durumu,GÃ¶rÃ¼ntÃ¼lÃ¼ Gezilebilir mi?,Görüntülü Gezilebilir mi?,IsÄ±tma Tipi,Isıtma Tipi,Kategorisi,Kira Getirisi,Krediye Uygunluk,KullanÄ±m Durumu,Kullanım Durumu,Net Metrekare,Oda SayÄ±sÄ±,Oda Sayısı,Pafta,Parsel,Salon Metrekare,Site Ä°Ã§erisinde,Site İçerisinde,Takas,Tapu Durumu,Tipi,TÃ¼rÃ¼,Türü,WC Metrekare,WC SayÄ±sÄ±,WC Sayısı,YapÄ± Durumu,YapÄ± Tipi,Yapı Durumu,Yapı Tipi,YatÄ±rÄ±ma Uygunluk,Yatırıma Uygunluk,Zemin Etüdü,Ä°lan GÃ¼ncelleme Tarihi,Ä°lan NumarasÄ±,Ä°lan OluÅŸturma Tarihi,Ä°potek Durumu,İlan Güncelleme Tarihi,İlan Numarası,İlan Oluşturma Tarihi,İpotek Durumu,URL,FİYAT,KONUM
,,Yok,,,,,,,2,,,2,0 (Yeni),,85 M2,,Yüksek Giriş,,,Genel Fiyat,,Evet,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,80 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,2,,,Sıfır,Betonarme,,,,,,,,15 Kasım 2023,13781776,21 Ağustos 2023,Yok,https://www.emlakjet.com//ilan/bayir-mahallesinde-yuksek-giris-21-eb-banyolu-daireler-13781776/,2.750.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,1,,,2,21 Ve Üzeri,,75 M2,,1.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,65 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,1,,,İkinci El,,,,,,,,,11 Aralık 2023,13780569,21 Ağustos 2023,,https://www.emlakjet.com//ilan/mujgan-emlak-marmaris-icmelerde-denize-500-m-21-daire-13780569/,7.700.000 TL,Muğla - Marmaris - İçmeler Mh.
,,,,,,,,,1,,,3,5-10,,115 M2,,3.Kat,,,Genel Fiyat,,,,Sobalı,Satılık,,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,110 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,27 Eylül 2023,13777805,21 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-merkez-de-110-m2-kulanim-alani-olan-21-daire-satilik-13777805/,2.650.000 TL,Muğla - Ortaca - Atatürk Mh.
,,Var,,,,,,,2,,,2,0 (Yeni),,105 M2,,2.Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Boş,95 M2,,2+1,,,,,Hayır,,Kat Mülkiyeti,Daire,,Konut,,,,,,Sıfır,Betonarme,,,,,,,,15 Kasım 2023,13773958,19 Ağustos 2023,Yok,https://www.emlakjet.com//ilan/bayir-da-satilik-2-kat-eb-banyolu-on-cephe-sifir-daireler-13773958/,3.000.000 TL,Muğla - Menteşe - Bayır Mh.
,,Var,,,1,,,,1,,,4,0 (Yeni),,55 M2,,1.Kat,,,Birim Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,45 M2,,1+1,,,,,Evet,,,Daire,,Konut,,,,,,,,,,,,,,,23 Kasım 2023,13772039,19 Ağustos 2023,,https://www.emlakjet.com//ilan/satilik-11-yatirimlik-daire-13772039/,1.850.000 TL,Muğla - Ortaca - Yerbelen Mh.
,,,,,,,,,3,,,5,11-15,,220 M2,,1.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,190 M2,,4+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,04 Aralık 2023,13769492,19 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-merkeze-yakin-satilik-41-daire-13769492/,3.800.000 TL,Muğla - Ortaca - Çaylı Mh.
,,Var,,,,,5 M2,,1,,,2,5-10,,80 M2,,Bahçe Katı,,,Genel Fiyat,,Evet,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,70 M2,,2+1,,,,,Hayır,Yok,Kat Mülkiyeti,Daire,,Konut,,,1,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,31 Ekim 2023,13765549,18 Ağustos 2023,Yok,https://www.emlakjet.com//ilan/merkezde-yatirimlik-satilik-lux-21-dire-13765549/,11.000.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,1,,,4,5-10,,110 M2,,Kot 3 (-3).Kat,,,Birim Fiyat,,,,Klimalı,Satılık,15 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,105 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,04 Kasım 2023,13765479,18 Ağustos 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-ataturk-mahalesinde-13765479/,2.750.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,1,,,3,11-15,,100 M2,,3.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Boş,90 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,23 Aralık 2023,13764871,18 Ağustos 2023,,https://www.emlakjet.com//ilan/vefa-dan-marmaris-merkez-de-21-bakimli-satilik-daire-13764871/,3.240.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,95 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,85 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13764388,18 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-siteler-de-masrafsiz-denize-yakin-satilik-21-daire-13764388/,3.900.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,1,,,4,21 Ve Üzeri,,65 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,55 M2,,1+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13764385,18 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-sariana-mahallesinde-giris-kat-satilik-11-daire-13764385/,2.700.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,1,,,4,11-15,,170 M2,,3.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,160 M2,,4+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13764379,18 Ağustos 2023,,https://www.emlakjet.com//ilan/uzman-gayrimenkulden-41-deniz-manzarali-satilik-dubleks-daire-13764379/,22.000.000 TL,Muğla - Marmaris - Çıldır Mh.
,,,,,,,,,1,,,4,16-20,,70 M2,,3.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,60 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13764365,18 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-siteler-de-denize-100-m-satilik-tek-tapuda-2-daire-13764365/,4.750.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,1,,,4,11-15,,110 M2,,2.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,105 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13764353,18 Ağustos 2023,,https://www.emlakjet.com//ilan/uzman-gayrimenkulden-onu-kapanmaz-deniz-manzarali-21-genc-daire-13764353/,16.000.000 TL,Muğla - Marmaris - Çıldır Mh.
,,,,,,,,,2,,,4,11-15,,150 M2,,3.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,130 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13764343,18 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-beldibinde-havuzlu-luks-sitede-31-cati-dublkes-daire-13764343/,6.000.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,1,,,3,21 Ve Üzeri,,120 M2,,2.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,100 M2,,2+1,,,,,Hayır,Var,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,24 Kasım 2023,13764340,18 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-ici-komple-yenilenmis-21-satilik-daire-13764340/,4.300.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,2,,,3,11-15,,150 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,130 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Kasım 2023,13764323,18 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-merkezde-genc-binada-satilik-31-duz-daire-13764323/,8.750.000 TL,Muğla - Marmaris - Sarıana Mh.
,,,,,,,,,2,,,4,0 (Yeni),,100 M2,,4.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,90 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Aralık 2023,13761820,18 Ağustos 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-merkezde-90-m2-21-harika-yatirimlik-satilik-daire-13761820/,2.700.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,1,,,2,0 (Yeni),,65 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,21 Aralık 2023,13761807,18 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-karaburun-da-55-m2-11-luks-sifir-satilik-daire-13761807/,1.900.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,3,0 (Yeni),,140 M2,,2.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,130 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,20 Ekim 2023,13761804,18 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-karaburun-da-130-m2-31-havuzlu-esyali-satilik-daire-13761804/,3.500.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,1,,,5,5-10,,125 M2,,4.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,117 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,20 Ekim 2023,13761796,18 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-merkezde-31-firsat-satilik-daire-13761796/,3.100.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,2,,,3,4,,145 M2,,2.Kat,,,Genel Fiyat,,,,Merkezi (Pay Ölçer),Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,135 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,20 Ekim 2023,13761774,18 Ağustos 2023,,https://www.emlakjet.com//ilan/1-milyon-kredili-kaloriferli-31-satilik-daire-13761774/,3.900.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,,,,,,,,,1,,,1,1,,95 M2,,Müstakil,,,Birim Fiyat,,,,Klimalı,Satılık,15000 TL,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,90 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,04 Kasım 2023,13753809,16 Ağustos 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-cayli-mahallesinde-satilik-mustakil-13753809/,3.500.000 TL,Muğla - Ortaca - Çaylı Mh.
,100 TL,Var,,,1,,,,1,,,2,16-20,,155 M2,,2.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,12000 TL,Bilinmiyor,,Boş,145 M2,,3+1,,,,,Hayır,Var,Kat İrtifakı,Daire,,Konut,,,2,,,İkinci El,Betonarme,,Yatırıma Uygun,,,,,,06 Aralık 2023,13749523,16 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-terzialiler-mah-satilik-31-145-m2-daire-13749523/,3.400.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,1,,,3,0 (Yeni),,55 M2,,Yüksek Giriş,,Boş,Genel Fiyat,,,,Isıtma Yok,Satılık,,Krediye Uygun,,Boş,45 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,14 Kasım 2023,13745508,15 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-beskopru-mh-55-m2-11-yuksek-giris-satilik-daire-13745508/,1.700.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,1,,,2,0 (Yeni),,65 M2,,2.Kat,,Boş,Genel Fiyat,,,,Isıtma Yok,Satılık,,Krediye Uygun,,Boş,55 M2,,1+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,13 Kasım 2023,13745507,15 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-karaburun-mh-11-65-m2-ara-kat-satilik-daire-13745507/,1.850.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,2,,,5,5-10,,130 M2,,Kot 1 (-1).Kat,,Boş,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,,Krediye Uygun,,Kiracı Oturuyor,120 M2,,3+1,,,,,Evet,Yok,,Daire,,Konut,,,,,,,,,Bilinmiyor,,,,,,10 Kasım 2023,13742915,15 Ağustos 2023,,https://www.emlakjet.com//ilan/mugla-mentese-yeni-toki-de-31-satilik-daire-13742915/,3.490.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,1,,,4,11-15,,95 M2,,Kot 4 (-4).Kat,,,Genel Fiyat,,,,Klimalı,Satılık,9000 TL,Krediye Uygun,,Kiracı Oturuyor,90 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,04 Kasım 2023,13741219,15 Ağustos 2023,,https://www.emlakjet.com//ilan/mugla-ortaca-beskopru-mahallesinde-satilik-daire-13741219/,1.400.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,1,,,4,0 (Yeni),,50 M2,,2.Kat,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Boş,45 M2,,1+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,09 Aralık 2023,13737759,14 Ağustos 2023,,https://www.emlakjet.com//ilan/mugla-ortacada-yol-uzerinde-yatirima-uygun-satilik-daire-13737759/,1.850.000 TL,Muğla - Ortaca - Yerbelen Mh.
,,Var,,,1,,,,2,,,3,0 (Yeni),,115 M2,,3.Kat,,Boş,Genel Fiyat,,Evet,,Klimalı,Satılık,,Krediye Uygun,,Boş,95 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,2,,,Sıfır,Betonarme,,Yatırıma Uygun,,,,,,02 Ekim 2023,13729724,12 Ağustos 2023,Yok,https://www.emlakjet.com//ilan/mugla-ortaca-da-marmarise-yakin-tasinmaya-hazir-satilik-daire-13729724/,3.400.000 TL,Muğla - Ortaca - Çaylı Mh.
,600 TL,Var,,,,,,,2,,,4,16-20,,185 M2,,Müstakil,,,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,170 M2,,5+1,,,,,Evet,,,Daire,,Konut,,,2,,,,,,Yatırıma Uygun,,,,,,06 Aralık 2023,13723648,11 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-te-aradiginiz-doga-ve-deniz-manzarali-havuzlu-villa-13723648/,10.500.000 TL,Muğla - Marmaris - Beldibi Mh.
,,Var,,,1,,,,1,,,5,5-10,,100 M2,,3.Kat,,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,,Krediye Uygun,,Kiracı Oturuyor,95 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,,,,Yatırıma Uygun,,,,,,23 Ekim 2023,13722400,11 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-bahcelievler-mahallesinde-firsat-31-daire-satilik-13722400/,2.850.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,,,,,,,,,1,,,3,11-15,,95 M2,,Bahçe Dublex,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,80 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,23 Aralık 2023,13715127,09 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-beldibi-nde-21-bahceli-satilik-daire-13715127/,5.000.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,1,,,3,11-15,,50 M2,,2.Kat,,,Genel Fiyat,,,,Kombi Doğalgaz,Satılık,7000 TL,Krediye Uygun,,Mülk Sahibi Oturuyor,45 M2,,2+1,,,,,Hayır,,,Daire,,Konut,,,,,,,,,,,,,,,24 Ekim 2023,13714730,09 Ağustos 2023,,https://www.emlakjet.com//ilan/acil-satilik-21-daire-13714730/,2.175.000 TL,Muğla - Menteşe - Kötekli Mh.
,200 TL,,,,,,,,2,,,4,5-10,,130 M2,,2.Kat,,Boş,Genel Fiyat,,,,Klimalı,Satılık,30000 TL,Krediye Uygun Değil,,Boş,120 M2,,3+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,21 Kasım 2023,13713521,09 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-hatipirimi-de-genc-binada-31-satilik-lux-duz-daire-13713521/,11.000.000 TL,Muğla - Marmaris - Hatipirimi Mh.
,,Var,,,1,,,,1,,,3,0 (Yeni),,100 M2,,Düz Giriş (Zemin),,Boş,Genel Fiyat,,Hayır,,Klimalı,Satılık,8000 TL,Krediye Uygun,,Boş,90 M2,,2+1,,,,,Hayır,Yok,Kat İrtifakı,Daire,,Konut,,,1,,,Yapım Aşamasında,Betonarme,,Yatırıma Uygun,,,,,,06 Aralık 2023,13712845,09 Ağustos 2023,,https://www.emlakjet.com//ilan/ortaca-cayli-mah-satilik-21-90-m2-daire-13712845/,2.600.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,1,,,3,11-15,,110 M2,,1.Kat,,Eşyalı,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun Değil,,Mülk Sahibi Oturuyor,90 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,,,,İkinci El,,,,,,,,,23 Aralık 2023,13702721,07 Ağustos 2023,,https://www.emlakjet.com//ilan/marmaris-armutalan-da-havuzlu-sitede-21-satilik-daire-13702721/,5.500.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,2,,,3,0 (Yeni),,85 M2,,2.Kat,,Boş,Genel Fiyat,,,,Yerden Isıtma,Satılık,,Krediye Uygun Değil,,Boş,75 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,2,,,Yapım Aşamasında,,,,,,,,,15 Aralık 2023,13702476,07 Ağustos 2023,,https://www.emlakjet.com//ilan/mujgan-emlaktan-ortaca-cayli-mah-satilik-21-ve-41-daireler-13702476/,2.500.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,2,,,2,5-10,,110 M2,,Bahçe Katı,,Boş,Genel Fiyat,,,,Klimalı,Satılık,,Krediye Uygun,,Mülk Sahibi Oturuyor,80 M2,,2+1,,,,,Hayır,Yok,,Daire,,Konut,,,2,,,İkinci El,,,,,,,,,11 Aralık 2023,13692379,05 Ağustos 2023,,https://www.emlakjet.com//ilan/mujgan-emlak-marmaris-armutalan-luks-yapi-bahce-kulanimli-daire-13692379/,7.750.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-mentese-bayirmah-satilk-daire-13678934/,3.300.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-da-dalyan-a-yakin-satilik-11-daire-13675522/,1.680.000 TL,Muğla - Ortaca - Karaburun Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cesur-emlak-tan-ortaca-satilik-11-daire-ref-kodu-6625-13672538/,1.800.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/siteler-de-denize-300-mt-31-dubleks-daire-13671663/,11.000.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/koteklide-satilik-tribleks-daire-13662229/,6.250.000 TL,Muğla - Menteşe - Yeniköy Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-terzialiler-mahallesinde-31-110-m2-daire-13661519/,1.500.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mujgan-emlaktan-marmaris-icmelerde-satilik-21-dubleks-daire-13640025/,8.000.000 TL,Muğla - Marmaris - İçmeler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-merkezde-120-m2-21-cok-genis-satilik-daire-13629448/,2.750.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/terzialiler-mah-31-mustakil-tadinda-arsa-payi-olan-satilik-daire-13619931/,3.150.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-cumhuriyet-mh-31-daire-13595658/,3.000.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-de-155-m2-31-daire-satilik-13592347/,3.400.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-mentese-sekibasi-caddesi-nde-21-satilik-daire-13586941/,3.000.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-kemaliye-mallesin-de-3400-m2-icin-satilik-villa-13583208/,28.750.000 TL,Muğla - Ortaca - Kemaliye Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-dalyan-da-990-m2-arsada-75-m2-21-giris-kat-daire-satilik-13581025/,4.110.000 TL,Muğla - Ortaca - Dalyan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/muhtesem-firsat-41-hickullnilmamis-sifir-daire-13557244/,14.950.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-merkez-balibey-mahallesin-de-31-dogalgazli-kombili-daire-13557061/,3.750.000 TL,Muğla - Menteşe - Balıbey Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-mahallesinde-31-mustakil-satilik-villa-13549141/,6.500.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-sariana-da-21-80m2-ici-sifir-yenilenmis-satilik-daire-13538568/,6.750.000 TL,Muğla - Marmaris - Sarıana Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mentese-yesill-residence-de-kapali-otoparkli-havuzlu-bos-21-daire-13537837/,4.300.000 TL,Muğla - Menteşe - Orhaniye Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/uzman-gayrimenkulden-1-51-havuzlu-sitede-satilik-muhtesem-daire-13537344/,3.300.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/armutalan-siteler-mevkiisinde-satilik-31-dubleks-daire-13531780/,11.500.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-camiavlu-da-havuzlu-site-de-31-satilik-dubleks-daire-13499658/,6.750.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/uzman-gayrimenkulden-muhtesem-satilik-21-daire-13462285/,6.000.000 TL,Muğla - Marmaris - Kemeraltı Mh.
